2013	6	233.504
2013	7	233.596
2013	8	233.877
2013	9	234.149
2013	10	233.546
2013	11	233.069
2013	12	233.049
2014	1	233.916
2014	2	234.781
2014	3	236.293
2014	4	237.072
2014	5	237.9
2014	6	238.343
2014	7	238.25
2014	8	237.852
2014	9	238.031
2014	10	237.433
2014	11	236.151
2014	12	234.812
2015	1	233.707
2015	2	234.722
2015	3	236.119
2015	4	236.599
2015	5	237.805
2015	6	238.638
2015	7	238.654
2015	8	238.316
2015	9	237.945
2015	10	237.838
2015	11	237.336
2015	12	236.525
2016	1	236.916
2016	2	237.111
2016	3	238.132
2016	4	239.261
2016	5	240.236
2016	6	241.038
2016	7	240.647
2016	8	240.853
2016	9	241.428
2016	10	241.729
2016	11	241.353
2016	12	241.432
2017	1	242.839
2017	2	243.603
2017	3	243.801
2017	4	244.524
2017	5	244.733
2017	6	244.955
2017	7	244.786
2017	8	245.519
2017	9	246.819
2017	10	246.663
2017	11	246.669
2017	12	246.524
2018	1	247.867
2018	2	248.991
2018	3	249.554
2018	4	250.546
2018	5	251.588
2018	6	251.989
2018	7	252.006
2018	8	252.146
2018	9	252.439
2018	10	252.885
2018	11	252.038
2018	12	251.233
2019	1	251.712
2019	2	252.776
2019	3	254.202
2019	4	255.548
2019	5	256.092
2019	6	256.143
2019	7	256.571
2019	8	256.558
2019	9	256.759
2019	10	257.346
2019	11	257.208
2019	12	256.974
2020	1	257.971
2020	2	258.678
2020	3	258.115
2020	4	256.389
2020	5	256.394
2020	6	257.797
2020	7	259.101
2020	8	259.918
2020	9	260.28
2020	10	260.388
2020	11	260.229
2020	12	260.474
